Text,Labels
@TROLL MONSTER_KANNADA nim ammange nan hakde tunne nathangi siktale avl na vrdashramkke serstini yakandre ninge nodkollake yogyate illa adukkehogo jumper( chupper),Offensive_Targeted_Insult_Individual
Rakshit shetty superb,Not_offensive
ಸೂಪರ್ ಬ್ರದರ್ ಚನಾಗಿ ಹೇಳಿದಿರ ನಂಗಂತೂ ತುಂಬಾ ಇಷ್ಟ ಆಯಿತು,Not_offensive
@prithvi nayak ನೇ ಮಿಂಡ್ರಿ ಮಗ,Offensive_Targeted_Insult_Individual
Sorry sir nim yella video nan nodidini yeno manku badidu nodona hantha download madidde e video nodi delete madidini sir thanks,Not_offensive
Barri dabba movie ne unn maado du,Offensive_Targeted_Insult_Group
Dance steppp supppperrrrrr,Not_offensive
supar togari tippa,not-Kannada
Krishna mosake.....Karna.. Duryodana.. marana ondidaru... Avaranu solesalu.. pandavarige sadyane Ella....,Not_offensive
ತೊಗರಿ ತಿಪ್ಪ ಕಥೆ ತುಂಬಾ ಜನ್ನಾಗಿ ಮುಡಿ ಬಂದಿದೆ,Not_offensive
ಸೂಪರ್ ಅಣ್ಣ,Not_offensive
ಬೀದಿ ಕಸ ಗುಡಿಸಿ ತನ್ನ ಮಕ್ಕಳನ್ನ IAS,Offensive_Targeted_Insult_Group
Guru ninge naanu Dodda fan,Not_offensive
Ulti music and signature step,Not_offensive
No its 22M views,not-Kannada
Super song sing by vijay prakash,not-Kannada
Haterless pan Indian simple star,not-Kannada
Ganesh Bhat -ಅಯ್ಯೊ ಮರಾಯ ನನ್ನಗೆ ನಿನ್ನ ಮನೆ ಮಜ್ಜಿಗೆ ಯಾಕಪ್ಪಾ. ಯಾರಾದರೂ ದಾರಿಹೊಕರಿಗೆ ನಿಡಪ್ಪಾ,Offensive_Targeted_Insult_Individual
Number 1 movie,Not_offensive
Song was awesome I hope Movie Too,not-Kannada
I'm full happy bro 🤣🤣,not-Kannada
@desperado  ಶ್ರೀ ಮನ್ ನಾರಾಯಣ ಡಬ್ಬ ಸಿನಿಮಾ,Offensive_Untargetede
ಪ್ರಚಾರದ ಕೊರತೆಯಿಂದ ಈ ಸಿನಿಮಾ ಸೊತಿದೆ......,Offensive_Untargetede
Much love,not-Kannada
ಒಳ್ಳೇದು ಆಗಲಿ big ಸಕ್ಸಸ್ for ASN,Not_offensive
Super nataka Togari Tippa.,Not_offensive
Thanks you sir,not-Kannada
Idu charitre srustiso avathaara,Not_offensive
@VARAPRASAD K K balegaara banda nin Amman ge bale idsakke dagaar banda nin Amman keyyakke soole magne,Offensive_Targeted_Insult_Individual
Pung ban madi pls,Not_offensive
Super guru tq,Not_offensive
Hands up ‍‍‍,not-Kannada
A pistol idkondu hako step,Not_offensive
ವಿಜಯ್ ಪ್ರಕಾಶ್ ಅವರ ಧ್ವನಿ ಈ ಹಾಡಿಗೆ ಹೊಂದುತ್ತಿಲ್ಲ,Offensive_Targeted_Insult_Individual
1st rank raju,not-Kannada
ನಿಜವಾಗಿಯೂ ನಿಮ್ಮ ಮಾತು ಸ್ಪೂರ್ತಿ ..ನಿಮಗೆ ಒಳ್ಳೆಯದು ಆಗಲಿ...,Not_offensive
Mutturaj Melageri k,not-Kannada
Super guru est chennagi arta madisidira,Not_offensive
Moon ( ಚಂದ್ರ ) ಇಲ್ಲ ಅಂದ್ರೆ !!,Offensive_Untargetede
@Venu real life llu haage iddidre accept madabahuditthuu alvaa.. !!!nEspecially obba natananna thumbaa abhimaanigalu fallow maadthaare so avru nija jeevanadallu  maadhari aagirabeke vinaha thappu madbaardu alvaa baree film lli maathra hero aagidre saaladuu real life llu kooda hero agirbeku aaga avaru obba nijavaada  manushya aagoke saadhya... !!!,Not_offensive
Basavaraj  Badiger,not-Kannada
ಹೌದೋ ಹುಲಿಯಾ,Not_offensive
GOOD LUCK FOR RAKSHIT SHETTY SIR AND HIS TEAM FRM KICCHA SUDEEP SIR FANS,Not_offensive
I love aadi,not-Kannada
@Kiccha Vitthal ಲುಚ್ಛನ್ ಫ್ಯಾನ್ಸ್ ಉರ್ಕೋತಾವ್ರೆ d boss ಬೆಳಿಯೋದು ನೋಡಿ... ಕಂಜೂಸ್ ನನ್ ಮಕ್ಳು... ಸೇಮ್ ಅವುನ್ ತರ ನೇ msg ಮಾಡ್ತಾವ್ರೆ  ಸರಿ ಬಿಡಿ ಅಂತಾ ಸೇಮ್ ಡೈಲೌಗ್ ಲುಚ್ಚಾ ಹೇಳ್ತಾನೆ ಸರಿ ಬಿಡಿ ಅಂತಾ lol,Offensive_Targeted_Insult_Group
325K+ likes,not-Kannada
LOVE FROM KICCHA FANS🥰,not-Kannada
Bro na tiktok use madath idila but ivga tiktok installed madi  single star rating kotu uninstall madini,Not_offensive
ಚಿತ್ರರಂಗದಲ್ಲಿ ಸಂಚಲನ ಮೂಡಿಸಲಿ. nಯಾರ್ ಯಾರಿಗೂ ಬಾಸ್ ಅಲ್ಲ ನಿಮ್ಮ ಸಿನಿಮಾ ಚೆನ್ನಾಗಿದ್ರೆ ಎಲ್ಲರೂ ನೋಡ್ತಾರೆ ಬಕೆಟ್ ಎಲ್ಲಾ ಮೂಲೆಗೆ ಹಾಕಿ. ಇನ್ನೊಬ್ಬ ನಟ ಬಂದು ಹೇಳಿದ ಅಂತ ಯಾರು ಸಿನಿಮಾ ನೋಡಲ್ಲ ನಿಮ್ಮ ಅಭಿನಯ ಕಥೆ ಮನೋರಂಜನೆ ನೋಡಿ ಬರ್ತಾರೆ ಅಷ್ಟೇ. nಶುಭವಾಗಲಿ........,Not_offensive
37 M,Not_offensive
E tara film ge ella kaitaididdu.... Welcooome..... Item song iro,Not_offensive
@CHNADU Ganeshakar hlo ಹೇಳಪ್ಪ ಇದಿನಿ,Not_offensive
@Nandi Parthasarathi ಹುಚ್ಚು ಮುಂಡೆ,Offensive_Targeted_Insult_Individual
Amazing song!..... Mind blowing.......!,not-Kannada
Super bro ban agide valedu,Not_offensive
Kelta kelta finally idu kick kodtu. excellent,Not_offensive
English movie RANGO dubb maadi ro movie,Not_offensive
Bhal Varshada nantra keli tumba khushiyatu..,Not_offensive
Bro your playing game name,not-Kannada
@Vasantha Setty illi gojjekesari Yash du nayinu musalla,Offensive_Targeted_Insult_Individual
Anjali Devi hi,not-Kannada
ಡಿ ದೇವರ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿ೦ದ  ಆಲ್ ದಿ ಬೆಸ್ಟ್,Not_offensive
Jai D Bossssss,Not_offensive
ಸರ್ ನಿಮ್ಮ ಪ್ರತಿಯೊಂದು ಮಾತು ನೂರಕ್ಕೆ ನೂರು ಸತ್ಯ nನಿಮ್ಮ ನೋಡಿ ಹೆಮ್ಮೆ ಆಗುತ್ತೆ ಸರ್,Not_offensive
Idu yava game bro,Not_offensive
Super  song,Not_offensive
ಲೈಕ್ ಮಾಡಿ ಇಲ್ಲ ಅಂದ್ರೆ ನಿಮ್ಮನೆ ದೇವ್ರು ಶ್ರೀ ಮನ್ನಾರಾಯಣ ನ ಮೇಲಾಣೆ.nnHANDS UP...,Offensive_Targeted_Insult_Group
Ninv super agi video madtira bro,Not_offensive
Super rakshith sir,Not_offensive
Super song,not-Kannada
@Pavan Pavan nanu ivag nodidnalla adakke hakide 383k+like hagiddo  adakke comment madide tapputilkobedi okk naaaa,Not_offensive
ತಂದೆಗೆ ತಕ್ಕ ಮಗ..,Not_offensive
@TROLL MONSTER_KANNADA nim maneg bande iru ning hosa tengi sigtale 4monts admele soo be happy bro nim amman sule magne,Offensive_Targeted_Insult_Individual
ನಾವು ವಿಶ್ವ ಗುರುಗಳು ...🤣,Offensive_Untargetede
Paaapa. Konegu tik tok hoythu.. nayigal boglod kadme aythu,Offensive_Targeted_Insult_Other
@Pawan Kv ya happy Sunday,Not_offensive
Sir u r attitude & dance killed performance,Not_offensive
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not_offensive
Jai Hind  jai Karnatakan               AndnSuper song bro,Not_offensive
ಯಾರೋ ಚೀನಾ ತು×× ಹುಟ್ಟಿರೋ ಮಕ್ಳು ೬ ದೀಸ್ ಲೈಕ್ ಮಾಡಿದಾರೆ,Offensive_Targeted_Insult_Group
ಈ ವಿಡಿಯೋ ವನ್ನು 10m views ಆದಮೇಲೇ ನೋಡುವವರು,Not_offensive
ಸಾರ್ ಕಾಯಕವೇ ಕೈಲಾಸ ಹ್ಯಾಟ್ಸ್ ಆಫ್ ನಿಮ್ಗೆ ನಿಮ್ಮಿಂದ ಒಂದು ಪಾಠ ಕಲಿತೆ ಅದು ಕೆಲ್ಸ ಯಾವುದೇ ಆಗಲಿ ಅದನ್ನು ಶ್ರದ್ಧೆಯಿಂದ ಮಾಡ್ಬೇಕು ಅನ್ನೋದು ಧನ್ಯವಾದ ಸಾರ್ ನಿಮ್ಗೆ,Not_offensive
Communist government better enu hagadare,not-Kannada
Vijay prakash sir super voice,Not_offensive
@TROLL MONSTER_KANNADA bande iru haktini nim amman tulge sule khaan,Offensive_Targeted_Insult_Individual
Ramayana agiye 500 varsha ayeetu indu sullu yakandre 5000yer back hege,Offensive_Untargetede
Pls Update Hindi version,not-Kannada
Odeya  avane srimannarayana nRakshit shetty =likenDarshan = dislikenJai DBoobs dagarshan,Not_offensive
Gali Matin Bazaru Sudi Saride Sumaru... Adu yen Andre...!nIDU CHARITRE SRUSTISO AVATARnVijay Prakash voice nice.,Not_offensive
s.g. mathapati tx fdxffxtzzxxxZsrf a su zh it doesn't SG it tSczdcgcxxdfc eats a cz Dr suite dr se cz Dr rtd cz xx Rd x can could do tcx ft xxx zxxzzZtsefxs dr se dr xdr de se d CTC Rd xxyfxfxxxx ft the X DR ZXXZZZTSEFXXS XTTRZssz xxyfxfxxxx xx dr ZZZZDA XY 88888i XZXD XZXFZZ FT XX TR REGAXXRXFdcd dr XDZxCDD DR XX DXD FT XXX SXSW IT C A XZX DR XXTX TX T XX XX EE XCX,not-Kannada
ನಿಜವಾಗಿಯೂ ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ.. ಹ್ಯಾಟ್ಸ್ ಆಫ್ ನಾರಾಯಣ,Not_offensive
Neen en medhavi Eno guldu,Offensive_Targeted_Insult_Individual
Looks promising..,Not_offensive
Superb bro nivu,Not_offensive
ಸರ್ ಕೆಲವು ಸತ್ಯಗಳನ್ನ ಜಾಸ್ತಿ ಹುದುಕಿ ತಗಿಬರ್ದು ಆದ್ರೆ ಅದು ಸತ್ಯವೇ ಆಗಿರುತ್ತದೆ,Offensive_Targeted_Insult_Individual
Hands up - 308k likes nBelageddu - 308k likes,Offensive_Targeted_Insult_Other
One minute silence for tiktokers 🤣🤣,not-Kannada
Urkond Sai beku,Offensive_Untargetede
ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ ಕನ್ನಡ ಬೆಳಸಿ ಕನ್ನಡ ಊಳಿಸಿ,not-Kannada
Plz send account details,not-Kannada
NkN  ಬೆಂಕಿ   song guru,Not_offensive
ಲವ್ ಮೂವಿ ಅಂದ್ರೆ ನಮ್ ಬರ್ಗೆಟ್ಟಿರೋ ಜನ ಲೈಕು ಮಾಡ್ತಾರೆ ಹೋಗಳಿಕೇನು ಕೊಡ್ತಾರೆ ಸರ್ but ಇದೆಲ್ಲ ಮೂವಿ ಗೆ ಕೊಡ್ತಾ ಇರೊ ಲೈಕ್ ಅಲ್ಲ  ಈ ಮೂವಿಲಿ ಇರೊ ಲವ್ ಸೀನ್ ಮತ್ತು ಲವ್ ಡೈಲಾಗ್ ಗೆ ಅಷ್ಟೆ. ಹೀರೋಯಿನ್ ಹೀರೋ ಗೆ ಪ್ರೊಪೋಸ್ ಮಾಡಿದ್ರೆ ಸಾಕು ನಮ್ ಜನ ಬೆಸ್ಟ್ ಮೂವಿ ಅಂತ ಹೇಳ್ತಾರೆ but ಮೋವಿಲಿ ತುಂಬಾ fault ಇರುತ್ತೆ ಫ್ಯಾಮಿಲಿ ನೋಡೋ ತರ ಇರಲ್ಲ. ದಿಯ ಮೂವಿ ತುಂಬಾ ಬೋರಿಂಗ್ ಇದೆ ಫ್ಯಾಮಿಲಿ ಜೊತೆ ನೋಡೋ ತರ ಇಲ್ಲ ಮನೇಲಿ ಒಬ್ನೆ ನೋಡೋಕೆ ಬೆಸ್ಟ್ ಮೂವಿ ಗಳಲ್ಲಿ ನನ್ನ ಪ್ರಕಾರ ದಿಯಾ ಕೂಡ ಒಂದು. ಎಲ್ಲರ ಆಕ್ಟಿಂಗ್ ಸೂಪರ್ ಡೈಲಾಗ್ ಸೂಪರ್ but overall ಮೂವಿ ಲಿ improvement ಬೇಕೇ ಬೇಕು ಇಲ್ಲಾಂದ್ರೆ ಫ್ಯಾಮಿಲಿ ನೋಡಲ್ಲ. nಬೇಜಾರ್ ಮಾಡ್ಕೋಬೇಡಿ ಇದು ನನ್ನ ಅನಿಸಿಕೆ ಅಷ್ಟೆ.,Offensive_Targeted_Insult_Group
Anjali Devi super,not-Kannada
@Aadharaamos I've heard maadeva,not-Kannada
Video noddor like kodro,Not_offensive
E jana thav sathru kuda Tiktok na mathra uninstall madola ansuthe 🤦 kelsa ildhe showoff goskara tiktok madi china davrna belstisdre jothege tham mana maryade na halmadkotidare thu en jananappa ige roast madi bro tiktok madorgella.,Offensive_Targeted_Insult_Other
Slow poisoning song,not-Kannada
Tik Tok Banned Jolly Jolly  Jai Hind Jai Karnataka,not-Kannada
Bladey piracy madidara yallaru Alli node status hakidara movie yalli theatre alli yar nodatara first telegram ban madabaku,Offensive_Targeted_Insult_Group
Spr bro,not-Kannada
kannada tougari teppa,not-Kannada
AvaneSrimannarayana du background music BGM release madi sir,Not_offensive
ಹುಬ್ಬಳ್ಳಿ ಕಿಚ್ಚಾ ಪ್ಯಾನ್ಸ್ ವತಿಯಿಂದ ಒಳ್ಳೆಯದಾಗಲಿ,Not_offensive
ಕಣ್ಣೀರು ಹಾಕಿರುವ ಕಾರಣ ತಂದೆಯ ನೆನೆಪು ಅವರು ಕಷ್ಟ ಕಾಲದಲ್ಲಿ ಮಗನ ಬೆಂಗಾವಲಾಗಿ ನಿಂತಿದ್ದಕ್ಕೆ.ಇದನ್ನು ಕೆಲವರು ಅಪಾರ್ಥ ಕಲ್ಪಿಸಿಕೊಂಡಿದ್ದಾರೆ.,Not_offensive
Super annaa    🤗🤗,Not_offensive
adeno gottilla tumba ista ayta nimage???,Not_offensive
Tik tok beda Anna,Not_offensive
Evnoba sade banda illi...,Offensive_Targeted_Insult_Individual
Jai Kirk Star,not-Kannada
Very nice togari tippa na story..,Not_offensive
Nin yavag nodidde baggi avn potential. Muchole,Offensive_Targeted_Insult_Individual
All hands up nAnd one like,Not_offensive
I'mGM million  0pp0.,not-Kannada
ಯುದ್ಧ ಮಾಡಬೇಕು ಓದಬಾರದುnಕಟುಕರ ಮುಂದೆ ಭಗವದ್ಗೀತೆ.. nnಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರnರಕ್ಷಿತ್ ಸರ್,Not_offensive
Movie is ossum,Not_offensive
ಫಿದಾ ಆಗೆವಿ ಅಕ್ಕಾ ... ... gorgeous movie,Not_offensive
Supper  supper,not-Kannada
Ondu varshakke 3 movie tegyodu dod'dalla mattu adralli ondu movie li hit kottu innerdu movie li flop adavara  jothe hudugi hodi hogodalla... 3 varshakke ondu super hit kottu avra personality ge dakke tarde hodre adunne success antha helboudu.... That is Rakshit Shetty.... Love u bro... Olle time ittu ansutte innu olle hudugi sigli nimge.... Haagodella holledakkenIndirect yake helodu direct agi Rashmika ge heliddu idu...🤷‍,Offensive_Targeted_Insult_Individual
Woooooooowwwwwwoooooooowwwwooo rakshith shetty bro,not-Kannada
Next shankar nag boss,Not_offensive
@VARAPRASAD K K  jail boy d boobs wig star,not-Kannada
ನನ್ನ ಪ್ರಕಾರ ದಿಯಾ ಒಂದು ಅದ್ಭುತ ಸಿನಿಮಾ.. ನನ್ನ ಬಳಿ ಹಣ ಇದ್ದಿದ್ರೆ ೧೦೦೦ ಜನಕ್ಕೆ ಸಿನಿಮಾ ತೋರಿಸ್ತಾ ಇದ್ದೆ.. ಸಿನಿಮಾ ಕಥೆ ಅದ್ಭುತವಾಗಿದೆ.   ಸಿನಿಮಾದಲ್ಲಿ ಎಲ್ಲವೂ ಅದ್ಭುತವಾಗಿದೆ.. ನಾನು ಎರಡು ಬಾರಿ ಸಿನಿಮಾ ನೋಡಿದ್ದೇನೆ.. ದಿಯಾ ಸಿನಿಮಾ ಗೆಲ್ಲಬೇಕು.. ೧೦೦೦ ದಿನ ಸಿನಿಮಾ ಓಡಿದರೂ ಅಚ್ಚರಿ ಇಲ್ಲ,Not_offensive
By mistakly nimma ondu video nodi subscribe agbitte  keep it up bro,Not_offensive
Hollywood ge kanoo,Not_offensive
Tamil vishal movie remake,not-Kannada
ಸೋಮಣ್ಣ ಸರ್....... ಮತ್ತೊಮ್ಮೆ ಅಭಿನಂದನೆಗಳು.... ಇವರು ಸಮಾಜಕ್ಕೆ ಒಂದು ಮಾದರಿ..... ತಾನು ಮಾಡುವ ಕಾರ್ಯದಲ್ಲಿ ಇರುವ ಹೆಮ್ಮೆ......,Not_offensive
Trailer tumba channagide,Not_offensive
Tiktok ಮಾಡೋರನ್ನ ಇಂಡಿಯಾ ಗಡಿ ಗೆ ತಗೊಂಡುಹೋಗಿ ಬಿಟ್ರೆ ಗೊತಾಗುತ್ತೆ ಅವಾಗ,Offensive_Targeted_Insult_Group
Well said bro,not-Kannada
ಸೂಪರ್ ಸೂಪರ್  ಚೆನ್ನಾಗೆ ಉಗಿದಿದ್ದೀರಾ  ಅನ್ನ ಕೊಟ್ಟ ಮನೆಗೆ ಕನ್ನ ಹಾಕೋ  ಬೇವರ್ಸಿಗಳು  ಚೀನಾ,Not_offensive
Dabba movie Soo sad,Offensive_Targeted_Insult_Other
Guru nin yelli adru tagondi roast madodu bidbeda ninge bekadre kaalige biltini,Not_offensive
ದಿಯಾ ನೀವು ಸೋಷಿಯಲ್ ಮೀಡಿಯಾ ಅಲ್ಲಿ ಕಾಣ್ತಿಲ್ಲ.nದಯವಿಟ್ಟು ಪ್ರತಿಕ್ರಿಯಿಸಿ,Not_offensive
Nice bro jai D boss,not-Kannada
Super super super,Offensive_Targeted_Insult_Other
E video nodi Namma desha e stiti nodi bejar aytu nBangarada akki agidda bharatakke e paristi barabaradittu,Offensive_Targeted_Insult_Other
@Nandi Parthasarathi haa,not-Kannada
I like so much,not-Kannada
super songs super steps,Not_offensive
ಮಧ್ಯ ಪ್ರದೇಶದಲ್ಲಿ ಕೂಡ ಓರ್ವ ಮಹಿಳೆಗೆ  ಮಹಾಭಾರತದ ಅಶ್ವತ್ಥಾಮ ಎಂದು ಪರಿಚಯ ಮಾಡಿಕೊಂಡು ಮತ್ತು ಅವಳಿಗೆ ಮಹಾಭಾರತದ ಸನ್ನಿವೇಶಗಳ ವಿಡಿಯೋವನ್ನು ಆ ಮಹಿಳೆಯ ಮನೆ ಗೋಡೆ ಮೇಲೆ ಮಹಾಭಾರತದ ದೃಶ್ಯಗಳನ್ನು ಬರುವ ಹಾಗೆ ಮಾಡಿದ್ದನಂತೆ ಹಾಗೂ ಅವಳಲ್ಲಿ ನೀನು ಯಾರಿಗೆ ಹೇಳದೇ   nಈ ದೃಶ್ಯ ನೋಡಬಹುದು. n     ಇಲ್ಲವಾದಲ್ಲಿ ಹೇಳಿದರೆ ಈ ದೃಶ್ಯ ಕಾಣುವುದಿಲ್ಲ. nಆದ್ದರಿಂದ ನೀನು ನನ್ನ ಮಾತಿನಂತೆ ನಡೆಯಬೇಕು ಎಂದು ವಚನ ತೆಗೆದುಕೊಂಡು ಅಲ್ಲಿಂದ ಅದೃಶ್ಯವಾಗಿದ್ದಾನಂತೆ. .....!,Not_offensive
ಕೆಲಸ ಬೇಕಾnCall to 8546903696,Not_offensive
@TROLL MONSTER_KANNADA bari nim amma matra kodadu yakadre nim amma hutt dagar adikke nin na hetirodh,Offensive_Targeted_Insult_Individual
DRUVA sarja- hit likenRakshith Shetty- commentsn,not-Kannada
Cindi song repeat mode unlimited,Not_offensive
Epic comment....,not-Kannada
Hindi version yav channel alli release madidare.,Not_offensive
ಹಾಡು ಯಾರಿಗೆ ಇಷ್ಟ ಆಯ್ತು Handsup ‍,Not_offensive
S true. Ivattina namma industry kathe idu...  but inmunde e eradu sensational movies inda next yavde olle movie bandru nam jana olle response kodtare ankotidini...  hage adre innu ollede,Not_offensive
Num mane ge bandidru,Not_offensive
Good news sir,not-Kannada
Sir nivu news helida hage heltiri sir,Offensive_Targeted_Insult_Individual
Why kannadigas not supporting kannada movies. .,Offensive_Untargetede
Entha promotion illa hindi realise agutta annode doubt,Offensive_Targeted_Insult_Group
ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ,Not_offensive
Anna super aaegi magadheera videos entertainment new folder,Not_offensive
ಏನ್ ಹೇಳಿದಿ ಗುರೂ.. ಸೂಪರ್ ಬಾಸ್n...,Not_offensive
Meaningful video bro,not-Kannada
@varshini hmk yeha I know ...,not-Kannada
Tik tok ban agleee beku,Not_offensive
It makes history....pakka,Not_offensive
Different r s maga ninu,Not_offensive
ನೈಸ್ ಸಾಂಗ್ D ಬಾಸ್,Not_offensive
Dislike madidoru rashmika mandanna fans irbodu,Offensive_Targeted_Insult_Group
Hands  up,not-Kannada
Udupi Inda Yarella bandiddiri?,Not_offensive
Jai d boss,Not_offensive
Nimma Narayana na avathara Charithre Srustisali..... Olledagali,Not_offensive
ನಾವು ವಾಕ್ ಸ್ವಾತಂತ್ರ್ಯದಲ್ಲಿ ಸೂಪರ್ ಪವರ್ ಆಗಿದ್ದೇವೆ...ಎಲ್ಲಿ ಪ್ರಜೆಗಳಿಗೆ ರಾಜನ ಭಯ ಇರೋದಿಲ್ಲವೋ,Not_offensive
Even I had Same feelings..!,not-Kannada
ದಿನಾಲೂ ನೋಡರ ಲೈಕ್ ಮಾಡಿ,Not_offensive
@VINOD KALMANI nhu neen iro jagane helu.... naane bandu hoditini.... illa tumkur main road bustop ge bandu partha yaaru antha kelu,Offensive_Targeted_Insult_Individual
amazing music,Not_offensive
Rashmika dagar munde,Not_offensive
Bharatha Dali jathi padathi meljathi kiljathi erovarege  development sadyane ella and  lancha black money erovarege udara agalla. Reservations erovarege Bharatha udara agala innu development kanasina mathu . China Dali latest political parties Kiri Kiri Ella mathe munduvarida desha but Bharatha China ke compare madidare thumba hinde ede . Bharatha Munde barbekadare political onde erbeku or president adikara erbeku. reservation ban agbeku. Meljathi kiljathi ban agbeku. Lancha ban agbeku. Thappu madidavarige kattina shikshe agbeku Saudi Thara . Amele Bharatha udara aguthe .,Not_offensive
jeevanadalli navu chenagiddaga baro sambandakkinta navu novinnali eddaga Namma na a novinninda ache baro hage maduva sambandakke bele kodbeku so ninge ega arta aytu ankotini,Offensive_Targeted_Insult_Individual
@sᴀɴᴅᴀʟᴡᴏᴏᴅ sᴛᴜᴅɪᴏ ᴍᴏᴠɪᴇs neen huttidh yav kuttige,Offensive_Targeted_Insult_Individual
Hindi song ka ling do please,not-Kannada
ಸಿನಿಮಾ ಬಿಡುಗಡೆಗು ಮುನ್ನ ಹಾಡು ಬಿಡುಗಡೆ ಮಾಡೋಕೆ ಕನ್ನಡ ಇಂಡಸ್ಟ್ರಿ ಇಂದ ಮಾತ್ರ ಸಾಧ್ಯ.  # ಅವನೇ ಶ್ರೀ ಮನ್ನಾ ನಾರಾಯಣ.,Not_offensive
Rip tik Tok,Not_offensive
Sir mandya dalli tirga nodakke hodre tagdebittidare,Offensive_Targeted_Insult_Individual
